transaction_id,transaction_date,post_date,description,category,transaction_type,amount,balance,currency,account_name,account_type,merchant,city,state,country,reference,channel,status
929B296C1F754761,2025-04-02 09:22:26,2025-04-02,Mobile Carrier,Bills,Debit,-14.99,129059.86,USD,Demo High Yield Savings,Savings,Mobile Carrier,Miami,FL,US,REF24989876,ACH,Posted
09DDBC1E10594E9B,2025-04-02 13:33:21,2025-04-04,Pharmacy,Health,Debit,-20.10,129039.76,USD,Demo High Yield Savings,Savings,Pharmacy,San Francisco,CA,US,REF50475203,Card,Posted
6785A20DED6741B6,2025-04-02 21:36:40,2025-04-04,Grocery Market,Groceries,Debit,-99.60,128940.16,USD,Demo High Yield Savings,Savings,Grocery Market,Austin,TX,US,REF74949433,POS,Posted
FC90FBB21BD84036,2025-04-04 16:25:29,2025-04-06,Online Retailer,Shopping,Debit,-26.98,128913.18,USD,Demo High Yield Savings,Savings,Online Retailer,Boston,MA,US,REF92059030,Online,Posted
7E763847F87E440B,2025-04-04 22:59:41,2025-04-04,Office Supplies,Operations,Debit,-38.51,128874.67,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF91757079,Card,Posted
EFA57A56350D445E,2025-04-05 18:03:40,2025-04-05,Online Retailer,Shopping,Debit,-67.93,128806.74,USD,Demo High Yield Savings,Savings,Online Retailer,San Francisco,CA,US,REF22784092,Online,Posted
28AEB8714DBE4994,2025-04-06 08:32:42,2025-04-06,Insurance Payment,Insurance,Debit,-41.49,128765.25,USD,Demo High Yield Savings,Savings,Insurance Payment,Boston,MA,US,REF10677940,ACH,Pending
DEF7A135D2B74172,2025-04-06 10:37:40,2025-04-06,Software Subscription,SaaS,Debit,-6.24,128759.01,USD,Demo High Yield Savings,Savings,Software Subscription,San Francisco,CA,US,REF71787010,ACH,Posted
B223C86E4BDC48D5,2025-04-06 12:00:19,2025-04-06,Software Subscription,SaaS,Debit,-183.34,128575.67,USD,Demo High Yield Savings,Savings,Software Subscription,Austin,TX,US,REF59465107,ACH,Posted
9514F6A75C7D4C6D,2025-04-06 23:31:18,2025-04-06,Payroll Deposit,Income,Credit,4052.50,132628.17,USD,Demo High Yield Savings,Savings,Payroll Deposit,New York,NY,US,REF38747971,ACH,Posted
C1A118D127DA4057,2025-04-07 02:09:04,2025-04-08,Water Utility,Bills,Debit,-57.19,132570.98,USD,Demo High Yield Savings,Savings,Water Utility,New York,NY,US,REF23453152,ACH,Posted
805FF9A2D40B4436,2025-04-07 19:56:50,2025-04-07,Online Retailer,Shopping,Debit,-64.22,132506.76,USD,Demo High Yield Savings,Savings,Online Retailer,Chicago,IL,US,REF82850150,Online,Posted
590EF5F3B853417A,2025-04-09 13:35:45,2025-04-10,Refund,Refund,Credit,40.88,132547.64,USD,Demo High Yield Savings,Savings,Refund,Denver,CO,US,REF25761044,Card,Pending
B846C017760D4A01,2025-04-09 16:18:22,2025-04-09,Ride Share,Transport,Debit,-13.37,132534.27,USD,Demo High Yield Savings,Savings,Ride Share,Boston,MA,US,REF46152919,Card,Posted
8B2BEAB8A658487A,2025-04-10 06:12:29,2025-04-10,Insurance Payment,Insurance,Debit,-68.85,132465.42,USD,Demo High Yield Savings,Savings,Insurance Payment,Seattle,WA,US,REF58033697,ACH,Posted
E6E1D831C5974AF9,2025-04-10 09:59:32,2025-04-10,Grocery Market,Groceries,Debit,-20.38,132445.04,USD,Demo High Yield Savings,Savings,Grocery Market,Austin,TX,US,REF46186255,POS,Posted
B7E9BC515F4C4606,2025-04-11 00:01:36,2025-04-12,Refund,Refund,Credit,47.54,132492.58,USD,Demo High Yield Savings,Savings,Refund,San Francisco,CA,US,REF80883378,Card,Posted
5D61801DAC1C46AB,2025-04-11 15:07:22,2025-04-12,Insurance Payment,Insurance,Debit,-195.63,132296.95,USD,Demo High Yield Savings,Savings,Insurance Payment,Boston,MA,US,REF63124525,ACH,Posted
2D3746077B474546,2025-04-11 15:47:02,2025-04-13,Pharmacy,Health,Debit,-14.75,132282.20,USD,Demo High Yield Savings,Savings,Pharmacy,Denver,CO,US,REF34996331,Card,Posted
0F3F4D289D394CC0,2025-04-11 19:45:04,2025-04-11,Refund,Refund,Credit,70.38,132352.58,USD,Demo High Yield Savings,Savings,Refund,Seattle,WA,US,REF33988814,Card,Posted
66FA7E81D01E4148,2025-04-12 02:33:32,2025-04-12,Grocery Market,Groceries,Debit,-27.44,132325.14,USD,Demo High Yield Savings,Savings,Grocery Market,Boston,MA,US,REF98131849,POS,Posted
27A52F44ED0144A9,2025-04-12 03:34:37,2025-04-12,Refund,Refund,Credit,50.55,132375.69,USD,Demo High Yield Savings,Savings,Refund,Miami,FL,US,REF88076270,Card,Pending
B60264FE79854DC8,2025-04-12 05:00:09,2025-04-14,Cloud Hosting,Infrastructure,Debit,-123.96,132251.73,USD,Demo High Yield Savings,Savings,Cloud Hosting,Austin,TX,US,REF53289563,ACH,Posted
763EE26CC0D64285,2025-04-12 16:53:45,2025-04-13,Refund,Refund,Credit,68.48,132320.21,USD,Demo High Yield Savings,Savings,Refund,New York,NY,US,REF21544089,Card,Posted
E3E24382F9724611,2025-04-13 02:22:45,2025-04-15,Water Utility,Bills,Debit,-32.09,132288.12,USD,Demo High Yield Savings,Savings,Water Utility,Chicago,IL,US,REF78807596,ACH,Pending
9BD7233208C04BED,2025-04-13 08:08:26,2025-04-15,Refund,Refund,Credit,29.40,132317.52,USD,Demo High Yield Savings,Savings,Refund,New York,NY,US,REF49907513,Card,Posted
88A91FAB705D48FE,2025-04-13 10:08:18,2025-04-13,Online Retailer,Shopping,Debit,-61.73,132255.79,USD,Demo High Yield Savings,Savings,Online Retailer,Austin,TX,US,REF90966708,Online,Pending
3C7D77BAB1154420,2025-04-14 04:19:08,2025-04-16,Payroll Deposit,Income,Credit,2315.58,134571.37,USD,Demo High Yield Savings,Savings,Payroll Deposit,Boston,MA,US,REF78477351,ACH,Posted
C58DCD80A3944264,2025-04-14 08:03:25,2025-04-15,Insurance Payment,Insurance,Debit,-100.79,134470.58,USD,Demo High Yield Savings,Savings,Insurance Payment,Boston,MA,US,REF73960898,ACH,Pending
351658F7B59440D0,2025-04-14 09:51:34,2025-04-14,Insurance Payment,Insurance,Debit,-197.28,134273.30,USD,Demo High Yield Savings,Savings,Insurance Payment,New York,NY,US,REF14767638,ACH,Posted
A0ECC1842D834CC1,2025-04-15 02:05:01,2025-04-16,Pharmacy,Health,Debit,-14.22,134259.08,USD,Demo High Yield Savings,Savings,Pharmacy,Austin,TX,US,REF92959929,Card,Posted
F8B023E65ABA487C,2025-04-15 04:53:33,2025-04-15,Office Supplies,Operations,Debit,-27.77,134231.31,USD,Demo High Yield Savings,Savings,Office Supplies,Chicago,IL,US,REF29053714,Card,Posted
89960D08EE54405D,2025-04-15 11:40:18,2025-04-17,Payroll Deposit,Income,Credit,1482.73,135714.04,USD,Demo High Yield Savings,Savings,Payroll Deposit,Chicago,IL,US,REF77543749,ACH,Posted
B8B27E06954848EC,2025-04-15 13:07:56,2025-04-16,Streaming Service,Entertainment,Debit,-5.26,135708.78,USD,Demo High Yield Savings,Savings,Streaming Service,San Francisco,CA,US,REF11847858,ACH,Pending
37F50F77DAD5496E,2025-04-15 22:26:06,2025-04-15,Water Utility,Bills,Debit,-45.19,135663.59,USD,Demo High Yield Savings,Savings,Water Utility,New York,NY,US,REF55866092,ACH,Posted
ADFF31A329B3411B,2025-04-16 07:13:45,2025-04-16,Cloud Hosting,Infrastructure,Debit,-240.69,135422.90,USD,Demo High Yield Savings,Savings,Cloud Hosting,New York,NY,US,REF58776722,ACH,Pending
708FFC46087A40D1,2025-04-16 09:11:06,2025-04-16,Software Subscription,SaaS,Debit,-17.19,135405.71,USD,Demo High Yield Savings,Savings,Software Subscription,Austin,TX,US,REF19296843,ACH,Posted
21270FCB209D4C03,2025-04-16 23:31:27,2025-04-17,Transfer In,Transfer,Credit,1145.91,136551.62,USD,Demo High Yield Savings,Savings,Transfer In,Boston,MA,US,REF52781724,Internal,Posted
2D5613245030401A,2025-04-17 06:20:22,2025-04-18,Online Retailer,Shopping,Debit,-113.61,136438.01,USD,Demo High Yield Savings,Savings,Online Retailer,Chicago,IL,US,REF60928119,Online,Posted
84349575C45946C5,2025-04-17 18:52:30,2025-04-19,Mobile Carrier,Bills,Debit,-45.29,136392.72,USD,Demo High Yield Savings,Savings,Mobile Carrier,Denver,CO,US,REF28505072,ACH,Posted
744F1CEEBAF94C4F,2025-04-18 00:04:10,2025-04-18,Office Supplies,Operations,Debit,-22.06,136370.66,USD,Demo High Yield Savings,Savings,Office Supplies,Chicago,IL,US,REF72855049,Card,Posted
95D9287329944C11,2025-04-18 03:31:47,2025-04-20,Refund,Refund,Credit,38.21,136408.87,USD,Demo High Yield Savings,Savings,Refund,Denver,CO,US,REF38229673,Card,Posted
5C310F66105343B1,2025-04-20 01:18:36,2025-04-20,Electric Utility,Bills,Debit,-56.51,136352.36,USD,Demo High Yield Savings,Savings,Electric Utility,Boston,MA,US,REF98628961,ACH,Posted
0C1314EFD5C147B0,2025-04-20 03:37:57,2025-04-22,Mobile Carrier,Bills,Debit,-67.89,136284.47,USD,Demo High Yield Savings,Savings,Mobile Carrier,New York,NY,US,REF95912365,ACH,Posted
7DF21C001CC34423,2025-04-21 04:38:35,2025-04-21,Streaming Service,Entertainment,Debit,-5.20,136279.27,USD,Demo High Yield Savings,Savings,Streaming Service,Denver,CO,US,REF19980384,ACH,Posted
93F56C0D442E41BB,2025-04-21 11:07:57,2025-04-21,Mobile Carrier,Bills,Debit,-13.56,136265.71,USD,Demo High Yield Savings,Savings,Mobile Carrier,Austin,TX,US,REF26989313,ACH,Posted
D237E46F850747D9,2025-04-21 14:27:11,2025-04-23,Streaming Service,Entertainment,Debit,-6.72,136258.99,USD,Demo High Yield Savings,Savings,Streaming Service,Miami,FL,US,REF12688078,ACH,Posted
4BE9005D7E634B78,2025-04-22 06:07:36,2025-04-23,Interest Credit,Interest,Credit,73.95,136332.94,USD,Demo High Yield Savings,Savings,Interest Credit,San Francisco,CA,US,REF63836946,System,Posted
7F2660FC01AC47FD,2025-04-22 13:57:38,2025-04-23,Software Subscription,SaaS,Debit,-28.90,136304.04,USD,Demo High Yield Savings,Savings,Software Subscription,Denver,CO,US,REF94976274,ACH,Posted
1F0012C4E0DF4CCD,2025-04-22 18:41:37,2025-04-22,Refund,Refund,Credit,19.54,136323.58,USD,Demo High Yield Savings,Savings,Refund,Austin,TX,US,REF30829470,Card,Posted
B879A56EBF4143FC,2025-04-22 18:44:00,2025-04-24,Transfer In,Transfer,Credit,1090.86,137414.44,USD,Demo High Yield Savings,Savings,Transfer In,Miami,FL,US,REF80474132,Internal,Posted
F2071E00B4204D56,2025-04-22 20:33:23,2025-04-22,Client Payment,Revenue,Credit,3506.37,140920.81,USD,Demo High Yield Savings,Savings,Client Payment,Miami,FL,US,REF92265540,Wire,Pending
A8DE4F46D3E4427C,2025-04-23 07:09:55,2025-04-23,Refund,Refund,Credit,36.00,140956.81,USD,Demo High Yield Savings,Savings,Refund,Denver,CO,US,REF95138411,Card,Pending
BDBE24E7B17548E5,2025-04-23 09:45:17,2025-04-25,Gas Station,Transport,Debit,-16.12,140940.69,USD,Demo High Yield Savings,Savings,Gas Station,Seattle,WA,US,REF49170544,POS,Posted
247B37DDC3E1485D,2025-04-23 10:40:52,2025-04-23,Water Utility,Bills,Debit,-23.10,140917.59,USD,Demo High Yield Savings,Savings,Water Utility,Chicago,IL,US,REF32351968,ACH,Posted
30354E929A2D4519,2025-04-23 19:38:36,2025-04-24,Cloud Hosting,Infrastructure,Debit,-30.72,140886.87,USD,Demo High Yield Savings,Savings,Cloud Hosting,Denver,CO,US,REF88399260,ACH,Posted
845E482B70E24312,2025-04-23 22:05:15,2025-04-24,Online Retailer,Shopping,Debit,-49.77,140837.10,USD,Demo High Yield Savings,Savings,Online Retailer,Austin,TX,US,REF84943752,Online,Pending
166AAE211B4B4BC6,2025-04-23 22:40:05,2025-04-25,Ride Share,Transport,Debit,-11.83,140825.27,USD,Demo High Yield Savings,Savings,Ride Share,San Francisco,CA,US,REF95074507,Card,Posted
DE1F8476D04F49FE,2025-04-24 09:12:34,2025-04-24,Software Subscription,SaaS,Debit,-19.10,140806.17,USD,Demo High Yield Savings,Savings,Software Subscription,Boston,MA,US,REF21135154,ACH,Posted
F2C1D5574B634A90,2025-04-24 13:35:17,2025-04-25,Insurance Payment,Insurance,Debit,-141.22,140664.95,USD,Demo High Yield Savings,Savings,Insurance Payment,Chicago,IL,US,REF61325978,ACH,Posted
4FBDDE83950841E7,2025-04-25 01:47:08,2025-04-25,Electric Utility,Bills,Debit,-105.20,140559.75,USD,Demo High Yield Savings,Savings,Electric Utility,San Francisco,CA,US,REF67003442,ACH,Posted
1EAECEA875B14217,2025-04-25 16:18:17,2025-04-27,Streaming Service,Entertainment,Debit,-13.29,140546.46,USD,Demo High Yield Savings,Savings,Streaming Service,Chicago,IL,US,REF65662309,ACH,Posted
156601C52A2843F0,2025-04-26 00:45:20,2025-04-26,Transfer In,Transfer,Credit,502.96,141049.42,USD,Demo High Yield Savings,Savings,Transfer In,Seattle,WA,US,REF91781029,Internal,Pending
8F1F99201C324E70,2025-04-26 08:11:46,2025-04-28,Refund,Refund,Credit,61.84,141111.26,USD,Demo High Yield Savings,Savings,Refund,Chicago,IL,US,REF72028610,Card,Posted
7B202C146F304351,2025-04-26 16:06:05,2025-04-28,Online Retailer,Shopping,Debit,-111.93,140999.33,USD,Demo High Yield Savings,Savings,Online Retailer,Denver,CO,US,REF68046122,Online,Pending
E502BB716B4F4D61,2025-04-27 01:45:16,2025-04-28,Refund,Refund,Credit,48.24,141047.57,USD,Demo High Yield Savings,Savings,Refund,Austin,TX,US,REF16003970,Card,Posted
4EB0395138F546CB,2025-04-27 14:23:21,2025-04-27,Streaming Service,Entertainment,Debit,-12.16,141035.41,USD,Demo High Yield Savings,Savings,Streaming Service,Chicago,IL,US,REF28826712,ACH,Posted
C1E7BC71B14347C1,2025-04-27 14:53:07,2025-04-27,Interest Credit,Interest,Credit,28.57,141063.98,USD,Demo High Yield Savings,Savings,Interest Credit,Chicago,IL,US,REF68540955,System,Posted
8D13BB8FFA634491,2025-04-27 20:09:51,2025-04-29,Electric Utility,Bills,Debit,-81.14,140982.84,USD,Demo High Yield Savings,Savings,Electric Utility,Miami,FL,US,REF65314483,ACH,Posted
3C8A1E23DC404DCF,2025-04-28 18:31:00,2025-04-29,Transfer In,Transfer,Credit,1334.31,142317.15,USD,Demo High Yield Savings,Savings,Transfer In,Seattle,WA,US,REF78336772,Internal,Posted
26D0B2A2EF7843D0,2025-04-28 21:13:12,2025-04-29,Electric Utility,Bills,Debit,-75.44,142241.71,USD,Demo High Yield Savings,Savings,Electric Utility,San Francisco,CA,US,REF39156896,ACH,Posted
A022C2C560DB440C,2025-04-28 22:52:10,2025-04-29,Client Payment,Revenue,Credit,1916.57,144158.28,USD,Demo High Yield Savings,Savings,Client Payment,Denver,CO,US,REF89761514,Wire,Posted
184476EE80A849B2,2025-04-29 02:15:08,2025-05-01,Software Subscription,SaaS,Debit,-37.14,144121.14,USD,Demo High Yield Savings,Savings,Software Subscription,Seattle,WA,US,REF37963448,ACH,Posted
6A967DBFF158466D,2025-05-01 02:48:23,2025-05-02,Grocery Market,Groceries,Debit,-40.75,144080.39,USD,Demo High Yield Savings,Savings,Grocery Market,Denver,CO,US,REF76096285,POS,Pending
D3DEF07A41C343F7,2025-05-01 09:42:20,2025-05-01,Water Utility,Bills,Debit,-7.97,144072.42,USD,Demo High Yield Savings,Savings,Water Utility,New York,NY,US,REF20664018,ACH,Posted
CE14B32CF0C84AB9,2025-05-01 17:35:09,2025-05-01,Mobile Carrier,Bills,Debit,-53.62,144018.80,USD,Demo High Yield Savings,Savings,Mobile Carrier,San Francisco,CA,US,REF42819076,ACH,Posted
85D8188E8896400F,2025-05-02 03:57:56,2025-05-02,Software Subscription,SaaS,Debit,-192.58,143826.22,USD,Demo High Yield Savings,Savings,Software Subscription,Boston,MA,US,REF18311653,ACH,Posted
54571614039F463B,2025-05-02 21:31:39,2025-05-03,Pharmacy,Health,Debit,-21.66,143804.56,USD,Demo High Yield Savings,Savings,Pharmacy,Denver,CO,US,REF30553823,Card,Pending
37E9A122B88F4881,2025-05-03 22:19:16,2025-05-04,Refund,Refund,Credit,8.24,143812.80,USD,Demo High Yield Savings,Savings,Refund,Boston,MA,US,REF98139894,Card,Pending
096C347D117E4383,2025-05-05 04:43:04,2025-05-05,Ride Share,Transport,Debit,-22.44,143790.36,USD,Demo High Yield Savings,Savings,Ride Share,Boston,MA,US,REF80024539,Card,Posted
57B6E408AC624A4E,2025-05-05 20:26:17,2025-05-07,Coffee Shop,Food & Drink,Debit,-4.00,143786.36,USD,Demo High Yield Savings,Savings,Coffee Shop,San Francisco,CA,US,REF39796682,POS,Posted
E87195EABB2D4077,2025-05-07 01:16:21,2025-05-09,Coffee Shop,Food & Drink,Debit,-4.97,143781.39,USD,Demo High Yield Savings,Savings,Coffee Shop,New York,NY,US,REF40808928,POS,Posted
406E49280A4B4EBD,2025-05-07 06:20:44,2025-05-07,Pharmacy,Health,Debit,-41.20,143740.19,USD,Demo High Yield Savings,Savings,Pharmacy,Denver,CO,US,REF47652279,Card,Posted
7B9A49EE817C41FB,2025-05-07 09:53:43,2025-05-09,Office Supplies,Operations,Debit,-37.21,143702.98,USD,Demo High Yield Savings,Savings,Office Supplies,New York,NY,US,REF17158543,Card,Pending
851CD65497ED448A,2025-05-07 13:14:15,2025-05-08,Interest Credit,Interest,Credit,26.72,143729.70,USD,Demo High Yield Savings,Savings,Interest Credit,San Francisco,CA,US,REF10425250,System,Posted
6B9CE45641764442,2025-05-07 20:08:43,2025-05-09,Client Payment,Revenue,Credit,7972.78,151702.48,USD,Demo High Yield Savings,Savings,Client Payment,Chicago,IL,US,REF39822796,Wire,Posted
333A3B1E172845EF,2025-05-07 21:57:38,2025-05-08,Payroll Deposit,Income,Credit,1842.71,153545.19,USD,Demo High Yield Savings,Savings,Payroll Deposit,Miami,FL,US,REF53872657,ACH,Posted
543CB11A9F7D4AFF,2025-05-08 00:24:49,2025-05-10,Software Subscription,SaaS,Debit,-41.52,153503.67,USD,Demo High Yield Savings,Savings,Software Subscription,San Francisco,CA,US,REF39987280,ACH,Posted
E64D322CB3204B3F,2025-05-08 07:53:11,2025-05-09,Gas Station,Transport,Debit,-18.41,153485.26,USD,Demo High Yield Savings,Savings,Gas Station,Boston,MA,US,REF79174221,POS,Posted
E991061246914316,2025-05-08 08:28:50,2025-05-08,Water Utility,Bills,Debit,-35.36,153449.90,USD,Demo High Yield Savings,Savings,Water Utility,Denver,CO,US,REF31554308,ACH,Posted
53D39F3AFDD74C66,2025-05-08 15:36:30,2025-05-08,Restaurant,Dining,Debit,-42.14,153407.76,USD,Demo High Yield Savings,Savings,Restaurant,Denver,CO,US,REF29911932,Card,Posted
4B566F1E3FB24FEE,2025-05-08 22:37:25,2025-05-10,Streaming Service,Entertainment,Debit,-9.30,153398.46,USD,Demo High Yield Savings,Savings,Streaming Service,Miami,FL,US,REF51922948,ACH,Posted
649A7879EF4B4F5F,2025-05-09 05:12:43,2025-05-11,Electric Utility,Bills,Debit,-46.84,153351.62,USD,Demo High Yield Savings,Savings,Electric Utility,Chicago,IL,US,REF88863503,ACH,Posted
A8404D2EFBD146FB,2025-05-09 11:05:00,2025-05-09,Online Retailer,Shopping,Debit,-45.22,153306.40,USD,Demo High Yield Savings,Savings,Online Retailer,Miami,FL,US,REF68219225,Online,Posted
EDEA40147E4A4649,2025-05-09 23:01:58,2025-05-11,Grocery Market,Groceries,Debit,-14.39,153292.01,USD,Demo High Yield Savings,Savings,Grocery Market,Seattle,WA,US,REF80073291,POS,Posted
BEE570C1623B4AFA,2025-05-10 06:32:01,2025-05-11,Online Retailer,Shopping,Debit,-126.76,153165.25,USD,Demo High Yield Savings,Savings,Online Retailer,Austin,TX,US,REF37696190,Online,Pending
AD56686F4EC34D35,2025-05-10 15:23:21,2025-05-11,Grocery Market,Groceries,Debit,-56.11,153109.14,USD,Demo High Yield Savings,Savings,Grocery Market,Seattle,WA,US,REF27489655,POS,Posted
9E700490491C4E1A,2025-05-10 16:07:56,2025-05-12,Streaming Service,Entertainment,Debit,-6.13,153103.01,USD,Demo High Yield Savings,Savings,Streaming Service,Austin,TX,US,REF96406343,ACH,Posted
22213A36C45A4969,2025-05-11 15:29:59,2025-05-13,Restaurant,Dining,Debit,-22.34,153080.67,USD,Demo High Yield Savings,Savings,Restaurant,Chicago,IL,US,REF16844169,Card,Pending
10CCAD192A904881,2025-05-11 19:04:16,2025-05-11,Cloud Hosting,Infrastructure,Debit,-123.67,152957.00,USD,Demo High Yield Savings,Savings,Cloud Hosting,Boston,MA,US,REF18931707,ACH,Posted
0473E5D8FC084BB8,2025-05-12 01:05:07,2025-05-14,Refund,Refund,Credit,82.30,153039.30,USD,Demo High Yield Savings,Savings,Refund,Chicago,IL,US,REF33032191,Card,Pending
53E22ECB03D34AAD,2025-05-12 08:30:49,2025-05-12,Payroll Deposit,Income,Credit,4078.01,157117.31,USD,Demo High Yield Savings,Savings,Payroll Deposit,Boston,MA,US,REF79077891,ACH,Posted
3FAF80844A55432A,2025-05-12 10:12:20,2025-05-13,Grocery Market,Groceries,Debit,-43.12,157074.19,USD,Demo High Yield Savings,Savings,Grocery Market,Boston,MA,US,REF69799828,POS,Posted
7B8FF5070C8E4D63,2025-05-12 18:20:56,2025-05-14,Electric Utility,Bills,Debit,-115.31,156958.88,USD,Demo High Yield Savings,Savings,Electric Utility,Seattle,WA,US,REF23713785,ACH,Posted
F730A4ED66774F14,2025-05-13 05:42:18,2025-05-15,Client Payment,Revenue,Credit,1956.75,158915.63,USD,Demo High Yield Savings,Savings,Client Payment,Chicago,IL,US,REF67237068,Wire,Posted
CCB02CB9231443F7,2025-05-13 22:28:16,2025-05-13,Mobile Carrier,Bills,Debit,-34.19,158881.44,USD,Demo High Yield Savings,Savings,Mobile Carrier,Miami,FL,US,REF96144415,ACH,Posted
9747CCE474FE4F32,2025-05-14 06:21:56,2025-05-14,Online Retailer,Shopping,Debit,-77.52,158803.92,USD,Demo High Yield Savings,Savings,Online Retailer,San Francisco,CA,US,REF99031467,Online,Posted
726FDEA7B1F943A8,2025-05-14 07:15:03,2025-05-16,Payroll Deposit,Income,Credit,3128.71,161932.63,USD,Demo High Yield Savings,Savings,Payroll Deposit,Austin,TX,US,REF40268764,ACH,Pending
AD8B806CA8854AE5,2025-05-14 10:35:08,2025-05-14,Client Payment,Revenue,Credit,4914.58,166847.21,USD,Demo High Yield Savings,Savings,Client Payment,Austin,TX,US,REF37554949,Wire,Posted
AA1E434E0CBA43A0,2025-05-14 12:12:14,2025-05-15,Refund,Refund,Credit,41.14,166888.35,USD,Demo High Yield Savings,Savings,Refund,Seattle,WA,US,REF22620209,Card,Posted
165103EA792249FA,2025-05-14 15:10:10,2025-05-14,Cloud Hosting,Infrastructure,Debit,-15.33,166873.02,USD,Demo High Yield Savings,Savings,Cloud Hosting,New York,NY,US,REF16439568,ACH,Posted
BB85843EB02E4D65,2025-05-15 22:15:42,2025-05-16,Water Utility,Bills,Debit,-41.66,166831.36,USD,Demo High Yield Savings,Savings,Water Utility,New York,NY,US,REF77422120,ACH,Posted
CD62E4EE52BD415F,2025-05-16 00:33:14,2025-05-16,Cloud Hosting,Infrastructure,Debit,-102.85,166728.51,USD,Demo High Yield Savings,Savings,Cloud Hosting,New York,NY,US,REF67715067,ACH,Posted
847FA3B2341E45F5,2025-05-16 10:20:56,2025-05-16,Transfer In,Transfer,Credit,397.23,167125.74,USD,Demo High Yield Savings,Savings,Transfer In,San Francisco,CA,US,REF20581573,Internal,Posted
231DC87769AA43AD,2025-05-16 16:11:19,2025-05-16,Pharmacy,Health,Debit,-22.38,167103.36,USD,Demo High Yield Savings,Savings,Pharmacy,Seattle,WA,US,REF77573618,Card,Posted
AEB84A549A0E4E1B,2025-05-19 05:30:14,2025-05-20,Coffee Shop,Food & Drink,Debit,-5.67,167097.69,USD,Demo High Yield Savings,Savings,Coffee Shop,San Francisco,CA,US,REF61617675,POS,Posted
D5EB7236B3AA41F0,2025-05-19 21:33:46,2025-05-21,Gas Station,Transport,Debit,-48.24,167049.45,USD,Demo High Yield Savings,Savings,Gas Station,Austin,TX,US,REF98498728,POS,Posted
664A73B66D184F3D,2025-05-20 08:01:44,2025-05-22,Grocery Market,Groceries,Debit,-30.88,167018.57,USD,Demo High Yield Savings,Savings,Grocery Market,Miami,FL,US,REF18745327,POS,Pending
A57BAF52B3F64BE6,2025-05-20 14:08:45,2025-05-21,Cloud Hosting,Infrastructure,Debit,-64.83,166953.74,USD,Demo High Yield Savings,Savings,Cloud Hosting,Chicago,IL,US,REF20219296,ACH,Posted
334DE4BA48914722,2025-05-20 16:52:01,2025-05-22,Electric Utility,Bills,Debit,-18.90,166934.84,USD,Demo High Yield Savings,Savings,Electric Utility,Austin,TX,US,REF30925806,ACH,Posted
C079DFCDF0EF44D9,2025-05-20 18:12:40,2025-05-21,Grocery Market,Groceries,Debit,-34.14,166900.70,USD,Demo High Yield Savings,Savings,Grocery Market,Denver,CO,US,REF42867782,POS,Posted
EED967ABF46F48FA,2025-05-21 00:50:36,2025-05-22,Cloud Hosting,Infrastructure,Debit,-30.91,166869.79,USD,Demo High Yield Savings,Savings,Cloud Hosting,Boston,MA,US,REF74993537,ACH,Posted
54CFFB358E5A4781,2025-05-21 06:11:52,2025-05-21,Payroll Deposit,Income,Credit,3397.32,170267.11,USD,Demo High Yield Savings,Savings,Payroll Deposit,New York,NY,US,REF36287354,ACH,Posted
10B8E33E9EA34A17,2025-05-21 10:48:22,2025-05-22,Restaurant,Dining,Debit,-43.05,170224.06,USD,Demo High Yield Savings,Savings,Restaurant,Seattle,WA,US,REF16318000,Card,Pending
49A8B803F9794BBB,2025-05-21 11:29:44,2025-05-23,Insurance Payment,Insurance,Debit,-220.02,170004.04,USD,Demo High Yield Savings,Savings,Insurance Payment,New York,NY,US,REF80270865,ACH,Posted
910CED48C34944D4,2025-05-21 12:24:44,2025-05-21,Electric Utility,Bills,Debit,-56.58,169947.46,USD,Demo High Yield Savings,Savings,Electric Utility,Miami,FL,US,REF48040286,ACH,Pending
72C8DDC5812849FF,2025-05-21 13:03:16,2025-05-21,Water Utility,Bills,Debit,-17.38,169930.08,USD,Demo High Yield Savings,Savings,Water Utility,Boston,MA,US,REF17998345,ACH,Pending
94D33C438B46407C,2025-05-21 17:52:57,2025-05-23,Coffee Shop,Food & Drink,Debit,-5.56,169924.52,USD,Demo High Yield Savings,Savings,Coffee Shop,Boston,MA,US,REF95901983,POS,Posted
F69FB55DCD444C43,2025-05-22 09:12:02,2025-05-24,Cloud Hosting,Infrastructure,Debit,-143.58,169780.94,USD,Demo High Yield Savings,Savings,Cloud Hosting,Denver,CO,US,REF71072780,ACH,Posted
00238D6A95CC4CC9,2025-05-23 04:17:55,2025-05-23,Cloud Hosting,Infrastructure,Debit,-33.88,169747.06,USD,Demo High Yield Savings,Savings,Cloud Hosting,New York,NY,US,REF97059725,ACH,Posted
05F8E0D33E834857,2025-05-23 09:31:09,2025-05-24,Ride Share,Transport,Debit,-4.52,169742.54,USD,Demo High Yield Savings,Savings,Ride Share,Seattle,WA,US,REF14236689,Card,Posted
0E77EA0B687B4E1C,2025-05-24 10:54:26,2025-05-24,Grocery Market,Groceries,Debit,-46.56,169695.98,USD,Demo High Yield Savings,Savings,Grocery Market,Denver,CO,US,REF64609285,POS,Posted
